Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,PFOS,PFOA,FBSA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFPA,PFPeA,PFPeS,PFBS,PFBA,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFDoS,PFUnDA,FOSAA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFDoA,PFOSA,9-Cl-PF3ONS,11-Cl-PF3OUdS,PFECA-G,ADONA,PFEESA,NFDHA,PFMBA
Camacho_et_al_2024,POL_0164_009,Surface Water,28.001982,-81.851077,,,EPA 1633,0,7.9,0,0,2.5,11.3,10.8,5.9,,,0,,,,,,,,,0,11.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0165_010,Surface Water,28.070275,-81.805865,,,EPA 1633,0,7.4,0,0,1.7,0,5.9,4.1,,,0,,,,,,,,,0,7.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0166_011,Surface Water,28.066514,-81.758054,,,EPA 1633,10.3,11.2,0,0,2.3,11.8,7.3,6.4,,,0,,,,,,,,,0,12.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0167_012,Surface Water,28.058788,-81.767356,,,EPA 1633,11.6,11.6,0,0,3,13.7,9.9,6.9,,,0,,,,,,,,,0,12.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0168_013,Surface Water,27.966745,-81.950899,,,EPA 1633,0,8.2,0,0,0,0,8.7,4.9,,,0,,,,,,,,,0,9.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0169_014,Surface Water,27.981996,-82.004132,,,EPA 1633,18.3,7,0,0,2.2,14.1,8.1,4.7,,,0,,,,,,,,,0,7.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0171_015,Surface Water,28.047019,-81.980684,,,EPA 1633,0,5.2,0,0,2,15.1,12.6,5.1,,,0,,,,,,,,,0,6.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0172_016,Surface Water,28.029772,-81.966443,,,EPA 1633,0,3.6,0,0,0,0,4.1,0,,,0,,,,,,,,,0,6.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0173_017,Surface Water,28.017575,-81.94574,,,EPA 1633,0,4.6,0,0,0,0,4.8,0,,,0,,,,,,,,,0,6.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0174_018,Surface Water,28.032573,-81.924315,,,EPA 1633,0,6.2,0,0,0,0,5.1,3.6,,,0,,,,,,,,,0,8.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_0301_019,Surface Water,28.341,-81.6592,,,EPA 1633,0,5.6,0,0,0,0,3.7,0,,,0,,,,,,,,,0,6.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1693_020,Surface Water,28.104615,-81.912789,,,EPA 1633,0,1.6,0,0,0,0,2,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1694_021,Surface Water,28.073741,-81.808311,,,EPA 1633,0,6.3,0,0,1.8,0,5.3,3.7,,,0,,,,,,,,,0,7.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1695_022,Surface Water,28.048328,-81.749646,,,EPA 1633,10.3,16.9,0,0,3.1,15.1,10.2,7.1,,,0,,,,,,,,,0,11.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1696_023,Surface Water,28.055053,-81.884862,,,EPA 1633,0,7.3,0,0,3.3,0,9.5,6.6,,,0,,,,,,,,,0,8.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1984_024,Surface Water,27.81761389,-81.20935833,,,EPA 1633,0,5.7,0,0,2,11.6,7.4,0,,,0,,,,,,,,,0,8.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_1986_025,Surface Water,27.90565556,-81.57394167,,,EPA 1633,0,5.4,0,0,2.2,13.3,4.5,0,,,0,,,,,,,,,0,8.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2333_028,Surface Water,27.90074,-81.7237,,,EPA 1633,0,4.4,0,0,0,0,0,0,,,0,,,,,,,,,0,7.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2334_029,Surface Water,27.94124,-81.41849,,,EPA 1633,0,2.2,0,0,0,0,0,0,,,0,,,,,,,,,0,2.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2526_031,Surface Water,28.093421,-81.735838,,,EPA 1633,0,3.9,0,0,0,0,0,0,,,0,,,,,,,,,0,2.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2527_032,Surface Water,28.100598,-81.627616,,,EPA 1633,1.7,4.3,0,0,1.8,0,0,3.1,,,0,,,,,,,,,0,3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2528_033,Surface Water,28.067794,-81.684423,,,EPA 1633,2.8,7.4,0,0,0,4.9,7.4,6.1,,,0,,,,,,,,,0,5.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2529_034,Surface Water,28.056362,-81.533152,,,EPA 1633,1.8,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,4.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2530_035,Surface Water,28.12806,-81.79552,,,EPA 1633,0,3.9,0,0,0,0,3.9,0,,,0,,,,,,,,,0,4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2531_036,Surface Water,28.013974,-81.747931,,,EPA 1633,9.5,9.8,0,0,0,15,0,0,,,0,,,,,,,,,0,12.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2532_037,Surface Water,28.000392,-81.747587,,,EPA 1633,11.9,10,0,0.9,0,9.6,11.4,6.8,,,0,,,,,,,,,0,11.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2533_038,Surface Water,27.976875,-81.541823,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2534_039,Surface Water,27.981896,-81.760341,,,EPA 1633,4.6,5.3,0,0,0,4.3,4.1,4,,,0,,,,,,,,,0,4.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2535_040,Surface Water,27.99742,-81.697382,,,EPA 1633,6.3,10.7,0,0.5,1.1,9.2,8.8,6.2,,,0,,,,,,,,,0,7.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2536_041,Surface Water,28.000666,-81.70503,,,EPA 1633,8.5,11.5,0,1,0,9.6,10.4,6.3,,,0,,,,,,,,,0,10.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2537_042,Surface Water,27.997837,-81.670943,,,EPA 1633,4.3,9.8,0,0,0,4.5,7.2,5,,,0,,,,,,,,,0,7.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2538_043,Surface Water,27.938326,-81.851118,,,EPA 1633,4,8.3,0,0.6,0,0,9.9,0,,,0,,,,,,,,,0,6.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2539_044,Surface Water,27.901416,-81.817208,,,EPA 1633,4.4,9.4,0,0.5,0,8.5,0,0,,,0,,,,,,,,,0,13.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2540_045,Surface Water,27.869701,-81.838813,,,EPA 1633,1.7,2.4,0,0,0,0,0,0,,,0,,,,,,,,,0,2.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2541_046,Surface Water,27.82602,-81.8134,,,EPA 1633,4.8,9,0,0,0,5.8,0,5.4,,,0,,,,,,,,,0,11.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2542_047,Surface Water,27.812679,-81.793475,,,EPA 1633,4.2,8.1,0,0,0,0,0,0,,,0,,,,,,,,,0,8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2543_048,Surface Water,27.759827,-81.801965,,,EPA 1633,0,2.2,0,0,0,0,0,0,,,0,,,,,,,,,0,2.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2544_049,Surface Water,27.747116,-81.780083,,,EPA 1633,3.6,9,0,0,0,6,9.1,0,,,0,,,,,,,,,0,8.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2545_050,Surface Water,27.786384,-81.678664,,,EPA 1633,2.1,3.5,0,0,0,0,0,0,,,0,,,,,,,,,0,3.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2546_051,Surface Water,27.809773,-81.562138,,,EPA 1633,0,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,3.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2547_052,Surface Water,27.762973,-81.573062,,,EPA 1633,1.8,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2548_053,Surface Water,27.744559,-81.535553,,,EPA 1633,2.5,3.9,0,0,0,0,0,1.8,,,0,,,,,,,,,0,2.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2549_054,Surface Water,27.755664,-81.510352,,,EPA 1633,2.2,4.5,0,0,0,0,0,2.2,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2550_055,Surface Water,27.813514,-81.385059,,,EPA 1633,0,1.9,0,0,0,0,0,0,,,0,,,,,,,,,0,1.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2551_056,Surface Water,27.720044,-81.417541,,,EPA 1633,0,2.4,0,0,0,0,0,0,,,0,,,,,,,,,0,4.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2552_057,Surface Water,28.091916,-81.716303,,,EPA 1633,8.1,6.7,0,1.1,2.5,6,9.6,5.5,,,0,,,,,,,,,0,6.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2606_058,Surface Water,27.6868138,-81.4367912,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2607_059,Surface Water,27.7086845,-81.4463922,,,EPA 1633,0,3.4,0,0,0,0,0,0,,,0,,,,,,,,,0,3.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,POL_2608_060,Surface Water,27.98857,-81.69315,,,EPA 1633,7.6,14.6,0,0,0,8.5,11.5,10.1,,,0,,,,,,,,,0,9.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_0569_001,Surface Water,29.693549,-81.724136,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_0570_002,Surface Water,29.645586,-81.628628,,,EPA 1633,0,3.2,0,0,0,0,3.2,0,,,0,,,,,,,,,0,5.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_0713_003,Surface Water,29.57001333,-82.05068889,,,EPA 1633,0,2,0,0,0,0,1.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_0952_004,Surface Water,29.525679,-81.877835,,,EPA 1633,0,2.1,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_0953_005,Surface Water,29.508214,-81.804176,,,EPA 1633,15.2,2.9,0,1.2,2.9,0,2.7,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1002_006,Surface Water,29.608443,-82.010555,,,EPA 1633,0,2.6,0,0,0,0,1.8,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1003_007,Surface Water,29.665976,-82.040076,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1174_008,Surface Water,29.475684,-81.738994,,,EPA 1633,0,1.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1176_010,Surface Water,29.542626,-81.836418,,,EPA 1633,0,1.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1178_011,Surface Water,29.599497,-82.046218,,,EPA 1633,0,4.6,0,0,0,0,2.7,3.8,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_1683_012,Surface Water,29.80230556,-81.84561111,,,EPA 1633,0,0,0,0,0,0,1.2,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2506_016,Surface Water,29.69099,-81.63007,,,EPA 1633,2.1,2.9,0,0,0,0,0,0,,,0,,,,,,,,,0,3.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2507_017,Surface Water,29.50823,-81.67826,,,EPA 1633,2.2,3.6,0,0,0,0,0,0,,,0,,,,,,,,,0,3.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2508_018,Surface Water,29.47943,-81.67521,,,EPA 1633,1.6,2.9,0,0,0,0,0,0,,,0,,,,,,,,,0,3.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2509_019,Surface Water,29.43215,-81.66504,,,EPA 1633,0,3,0,0,0,0,0,0,,,0,,,,,,,,,0,2.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2510_020,Surface Water,29.5012,-81.59114,,,EPA 1633,1.6,2.6,0,0,0,0,0,0,,,0,,,,,,,,,0,2.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,PUT_2511_021,Surface Water,29.42853,-81.50638,,,EPA 1633,0,2.6,0,0,0,0,0,0,,,0,,,,,,,,,0,2.1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_0792_001,Surface Water,30.472223,-87.094141,,,EPA 1633,4.2,1.7,0,0,1.5,0,0,0,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1112_002,Surface Water,30.56138233,-87.19331801,,,EPA 1633,0,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1113_003,Surface Water,30.62390104,-87.03581429,,,EPA 1633,4,3.9,0,0,0,0,0,0,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1566_004,Surface Water,30.398143,-87.048288,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1567_005,Surface Water,30.373471,-87.091871,,,EPA 1633,3.7,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1568_006,Surface Water,30.523838,-87.092856,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1569_007,Surface Water,30.602215,-87.029006,,,EPA 1633,2.9,3.3,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1576_008,Surface Water,30.59637,-87.028945,,,EPA 1633,179.5,16.5,0,0,3.1,0,10.8,9.1,,,0,,,,,,,,,0,5.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1577_009,Surface Water,30.847055,-86.983968,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1578_010,Surface Water,30.860885,-86.852473,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1780_011,Surface Water,30.61838889,-87.03277778,,,EPA 1633,1.7,3.4,0,0,0,0,4.9,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1782_013,Surface Water,30.54886111,-87.10636111,,,EPA 1633,7.6,5.3,0,0,3.5,0,0,6.6,,,0,,,,,,,,,0,2.4,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1783_014,Surface Water,30.67061111,-87.26511111,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1784_015,Surface Water,30.49783333,-87.09805556,,,EPA 1633,0,0.7,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1787_016,Surface Water,30.62733333,-87.03338889,,,EPA 1633,0,1.4,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1795_017,Surface Water,30.44880556,-86.91583333,,,EPA 1633,3.5,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1797_018,Surface Water,30.55788889,-86.98202778,,,EPA 1633,1.5,1,0,0,0,0,0,0,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1801_019,Surface Water,30.54177778,-87.16738889,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1802_020,Surface Water,30.60127778,-87.23438889,,,EPA 1633,0,0.6,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1858_024,Surface Water,30.62069444,-86.83333333,,,EPA 1633,0,1.6,0,0,0,0,0,2.3,,,0,,,,,,,,,0,1,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1963_025,Surface Water,30.38011111,-87.0455,,,EPA 1633,3.1,2.3,0,0,0,0,0,0,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1964_026,Surface Water,30.38527778,-87.03519444,,,EPA 1633,7.1,5.5,0,0,3,0,5.7,6.4,,,0,,,,,,,,,0,2.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1965_027,Surface Water,30.38425,-87.02880556,,,EPA 1633,2.2,1.8,0,0,0,0,0,0,,,0,,,,,,,,,0,1.6,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1966_028,Surface Water,30.38422222,-87.02580556,,,EPA 1633,0,1,0,0,0,0,0,0,,,0,,,,,,,,,0,1.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1967_029,Surface Water,30.39136111,-86.98211111,,,EPA 1633,1.2,1.5,0,0,0,0,0,0,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1968_030,Surface Water,30.38980556,-87.03513889,,,EPA 1633,3.5,3.8,0,0,0,0,0,0,,,0,,,,,,,,,0,2.7,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_1969_031,Surface Water,30.4085,-87.00244444,,,EPA 1633,3,2.6,0,0,0,0,3.4,0,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2136_032,Surface Water,30.58125,-87.161193,,,EPA 1633,1.8,1.2,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2137_033,Surface Water,30.603075,-87.030106,,,EPA 1633,3.1,2.3,0,0,0,0,1.7,0,,,0,,,,,,,,,0,0.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2200_040,Surface Water,30.95198,-87.09446,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0.5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2335_042,Surface Water,30.86206,-86.832409,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2336_043,Surface Water,30.674612,-86.960944,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2459_044,Surface Water,30.584435,-86.997161,,,EPA 1633,2.6,2.1,0,0,0,0,0,0,,,0,,,,,,,,,0,1.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2460_045,Surface Water,30.634502,-87.020374,,,EPA 1633,3.3,3.9,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2461_046,Surface Water,30.710615,-87.04571,,,EPA 1633,0,0,0,0,0,0,0,0,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAN_2610_048,Surface Water,30.660538,-87.005621,,,EPA 1633,32.9,44.7,4.8,0,1.6,41.1,17.4,7.4,,,0,,,,,,,,,0,3.3,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0017_003,Surface Water,27.01972222,-82.27527778,,,EPA 1633,4.5,3.7,0,0,1.7,0,0,4.1,,,0,,,,,,,,,0,0,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0458_005,Surface Water,27.118552,-82.437301,,,EPA 1633,6.8,6.2,5.3,0,5.8,9.6,9.1,4.7,,,0,,,,,,,,,0,16.6,,,,,,,,,,,2,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0459_006,Surface Water,27.171158,-82.470069,,,EPA 1633,5.3,10.4,5.5,2.6,2,0,12.4,5.8,,,0,,,,,,,,,0,12.9,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0571_007,Surface Water,27.29164,-82.54427,,,EPA 1633,4.1,2.8,0,0,1.6,0,2.1,0,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0572_008,Surface Water,27.27946,-82.54573,,,EPA 1633,4.1,2.9,0,0,1.4,0,2.5,2.7,,,0,,,,,,,,,0,4.2,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0573_009,Surface Water,27.27038,-82.54272,,,EPA 1633,4.4,3.4,0,0,1.7,0,2.5,2.7,,,0,,,,,,,,,0,3.8,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0574_010,Surface Water,27.2547,-82.53196,,,EPA 1633,4.7,3.8,0,0,1.7,0,2.9,2.9,,,0,,,,,,,,,0,5,,,,,,,,,,,0,,,,,,,,,,,0,,0,,0,0,,,,,
Camacho_et_al_2024,SAR_0575_011,Surface Water,27.25089,-82.52801,,,EPA 1633,4.5,3.7,0,0,1.6,0,3.1,3.1,,,0,,,,,,,,,0,4.1,,,,,,,,,,,1.8,,,,,,,,,,,0,,0,,0,0,,,,,
