Article (Author et al YYYY),Sample Name,Sample Type,Latitude,Longitude,Sampling Year,Sample Date (MM/DD/YYY),Sample Time,Analysis Method,Sampling Depth (m),Streamflow (m3/s),PFOS,FBSA,PFOA,PFDA,PFNA,PFHxS,PFHxA,PFHpA,PFHpS,GenX,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,PFPeA,PFPeS,PFBA,PFBS,PFMOPrA,PFMOBA,PFMOAA,PFO2HxA,PFO3OA,PFO4DA,PFESA BP 1,PFESA BP 2,PFUnDA,N-MeFOSE,NMeFOSAA,NMeFOSA,N-EtFOSE,NEtFOSAA,N-EtFOSA,PFDoA,PFDS,PFTeDA,PFHxDA,PFNS,PFTrDA,PFOSA,9-Cl-PF3ONS,ADONA,11-Cl-PF3OUdS,PFECA-G,PFODA
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,43.3,,68.1,1.4,4.3,7.2,40.8,33.3,,0.1,0,0,,,26.5,,10.9,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCC,Surface Water,35.900965,-79.384382,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/10/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/17/2019,,Unnamed_SPE_LCMS_MS,,,31.7,,65.5,1,3.3,13.1,31,28.8,,0.2,0,0.1,,,14,,7.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/24/2019,,Unnamed_SPE_LCMS_MS,,,28.2,,55.3,1.2,3.1,10.7,26.2,24.8,,0.5,0.5,0.6,,,14.1,,7.7,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/1/2019,,Unnamed_SPE_LCMS_MS,,,38.2,,75.8,1.3,3.6,17.2,33.6,36.4,,0.6,0.4,0.7,,,15.3,,13.5,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/8/2019,,Unnamed_SPE_LCMS_MS,,,36.9,,79.1,1.6,4.2,15.5,39.4,39.2,,0,0,0.1,,,18.1,,12.2,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/15/2019,,Unnamed_SPE_LCMS_MS,,,33.3,,90.6,1.2,4,16.7,48.5,52.7,,0,0,0.2,,,30.2,,12.3,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/22/2019,,Unnamed_SPE_LCMS_MS,,,20,,48,1,3.1,4.5,37.2,41.5,,0,0,0.1,,,26.5,,10,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/29/2019,,Unnamed_SPE_LCMS_MS,,,21.1,,57.6,1.2,2.9,12.1,27.5,35.2,,0.1,0,0,,,13.4,,9,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/5/2019,,Unnamed_SPE_LCMS_MS,,,20.8,,48.9,1,2.3,11.3,21.5,22.7,,0.2,0,0,,,9.5,,7.4,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/12/2019,,Unnamed_SPE_LCMS_MS,,,25.8,,69.2,1,2.5,14.5,30.2,31.5,,0.1,0,0,,,12.1,,7.5,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/19/2019,,Unnamed_SPE_LCMS_MS,,,17.2,,59.2,0.7,2.5,13.1,29.3,37.2,,0.2,0,0,,,15.5,,7.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/26/2019,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/9/2019,,Unnamed_SPE_LCMS_MS,,,24.2,,94.9,1.1,3.6,22.4,40.7,57.9,,0.1,0,0,,,17.3,,10.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/16/2019,,Unnamed_SPE_LCMS_MS,,,22.5,,85.5,1,3,18.5,37.9,56,,0,0,0,,,15.3,,9.1,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/23/2019,,Unnamed_SPE_LCMS_MS,,,23.7,,102.4,1,3.5,24,43.7,66.4,,0.1,0,0,,,20,,10.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/30/2019,,Unnamed_SPE_LCMS_MS,,,15.9,,38.9,1.1,2.2,6.6,21.2,24.8,,0.1,0,0.4,,,10.6,,7.6,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,10/7/2019,,Unnamed_SPE_LCMS_MS,,,12.7,,50.6,0.8,2,11.1,27.2,34.1,,0.1,0,0,,,12.2,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,10/14/2019,,Unnamed_SPE_LCMS_MS,,,15.7,,78.8,0.9,2.6,15.6,38,58.4,,0,0,0,,,19.6,,14.2,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,10/21/2019,,Unnamed_SPE_LCMS_MS,,,13.9,,36,3,3.4,5,28.5,24.6,,1.6,1.6,0,,,15.5,,51.5,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,10/28/2019,,Unnamed_SPE_LCMS_MS,,,13.7,,43.7,1.2,1.7,7.7,25.9,25,,0,0,0,,,13.1,,5.9,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,11/4/2019,,Unnamed_SPE_LCMS_MS,,,7.1,,17.7,0.3,0.9,2.8,8.4,9.7,,0,0,0,,,10.7,,7.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,11/11/2019,,Unnamed_SPE_LCMS_MS,,,14,,49.4,0.6,1.7,10.2,26.7,26,,0,0,0,,,12.6,,6.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,12/2/2019,,Unnamed_SPE_LCMS_MS,,,10.1,,20.6,0.7,1.7,3.3,13.4,9.1,,0,0,0,,,5.1,,5.1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,12/16/2019,,Unnamed_SPE_LCMS_MS,,,16.3,,35.3,0.4,1.7,7.9,16.5,13.9,,0,0,0,,,4.9,,3.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,1/6/2020,,Unnamed_SPE_LCMS_MS,,,20.6,,33.6,0.8,2,6.4,16.2,12.9,,0,0,0,,,5.3,,4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,1/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,2/3/2020,,Unnamed_SPE_LCMS_MS,,,22.7,,37.5,0.6,2.2,6.8,19.5,14.8,,0,0.3,0.1,,,13.2,,5.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,2/17/2020,,Unnamed_SPE_LCMS_MS,,,29.4,,38.5,0.5,2.3,7.5,18.3,17.4,,0,0,0,,,8.3,,10.5,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,3/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,3/16/2020,,Unnamed_SPE_LCMS_MS,,,36.1,,67.4,0.5,3.1,11.9,27,44.6,,0.1,0,0,,,34.2,,8.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,3/30/2020,,Unnamed_SPE_LCMS_MS,,,24.4,,33.7,0.5,1.7,7.5,14.1,18.4,,0.2,0,0,,,20.4,,5.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/5/2020,,Unnamed_SPE_LCMS_MS,,,71.6,,109.9,1.9,6.2,17.5,53.7,60.6,,0,0,0,,,32.2,,13.1,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/12/2020,,Unnamed_SPE_LCMS_MS,,,55.7,,95.4,1.4,5.2,14.4,50.6,57.8,,0,0,0,,,27.3,,12.7,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/2/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/10/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/17/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/24/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,8/31/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/7/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/21/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,9/28/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,10/4/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,1/20/2020,,Unnamed_SPE_LCMS_MS,,,30.2,,57.4,0.6,2.6,11.2,28.5,25,,0,0.2,0.1,,,12.7,,6.4,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,4/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,4/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,5/3/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,5/11/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,5/18/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,5/25/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/1/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/8/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/14/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/22/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,6/29/2020,,Unnamed_SPE_LCMS_MS,,,50,,92.8,1.2,5.4,11,46,43.7,,0,0,0,,,28.1,,12.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/20/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,CCD,Surface Water,35.888924,-79.34655,,7/27/2020,,Unnamed_SPE_LCMS_MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/10/2019,,Unnamed_SPE_LCMS_MS,,90.33,9.6,,3.5,0.5,0.9,3.1,3.9,1.9,,0.1,0,5.5,,,2.7,,3.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/17/2019,,Unnamed_SPE_LCMS_MS,,14.7,6.2,,3.8,0.3,0.7,3.2,9,3.1,,0.3,0,0.6,,,5.5,,3.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/24/2019,,Unnamed_SPE_LCMS_MS,,10.08,8.7,,5.9,0.9,1.2,4.6,16.5,4.8,,0.5,0.5,1.2,,,9.4,,6.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/1/2019,,Unnamed_SPE_LCMS_MS,,5.21,10.7,,9.8,1.2,1.5,5.5,30,7.7,,0.6,0.5,10.8,,,15.1,,7.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/8/2019,,Unnamed_SPE_LCMS_MS,,30.87,7,,6.6,1,1.4,2.5,14.1,5.5,,0.1,0,0.7,,,9.5,,9.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/15/2019,,Unnamed_SPE_LCMS_MS,,4.08,11.6,,16.2,1.1,2.2,6.2,31.5,12,,0,0,1.5,,,20.2,,15.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/22/2019,,Unnamed_SPE_LCMS_MS,,3.48,12.5,,15.7,1.8,1.9,7.9,59.6,26.1,,0.2,0,2.2,,,49.1,,23.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,7/29/2019,,Unnamed_SPE_LCMS_MS,,5.44,11.4,,8,0.9,1,5.6,22.8,9,,0,0,0.6,,,17.2,,1.1,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/5/2019,,Unnamed_SPE_LCMS_MS,,6.6,13.8,,7.1,0.9,1.2,6.1,25.9,8.8,,0.1,0,0.7,,,23.3,,9.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/12/2019,,Unnamed_SPE_LCMS_MS,,3.77,13,,12.3,1.5,1.5,7.9,74.6,19.8,,0.1,0,1.4,,,46,,27.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/19/2019,,Unnamed_SPE_LCMS_MS,,10.42,6.1,,5.4,0.9,1.2,2.3,19.4,6,,0.1,0,0.4,,,14,,8.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,8/26/2019,,Unnamed_SPE_LCMS_MS,,20.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/9/2019,,Unnamed_SPE_LCMS_MS,,3.06,11.9,,14.7,1.3,2,8.6,41.8,12.4,,0.1,0,0.5,,,26.4,,20.6,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/16/2019,,Unnamed_SPE_LCMS_MS,,2.94,14.5,,20.5,1.6,2.3,11.2,87.5,27.9,,0.1,0,0.3,,,60.9,,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/23/2019,,Unnamed_SPE_LCMS_MS,,2.37,16.2,,17.3,1.6,2.2,10.6,80,20.4,,0.1,0,5.3,,,182.6,,23.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,9/30/2019,,Unnamed_SPE_LCMS_MS,,2.68,20.2,,28.8,2.7,3.3,12.4,274,53.8,,0.3,0,24.7,,,169,,67.3,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,10/7/2019,,Unnamed_SPE_LCMS_MS,,2.12,17.3,,18.4,2,2.6,9.7,172.7,33.5,,0.1,0,4.3,,,118.3,,45.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,10/14/2019,,Unnamed_SPE_LCMS_MS,,3.6,16.7,,20.8,1.5,2.3,10.1,136.7,24.4,,0.1,0,3.4,,,103.2,,10.2,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,10/21/2019,,Unnamed_SPE_LCMS_MS,,21.12,15.7,,10.2,3.4,3.1,5.5,18.3,9.7,,1.7,1.8,0.1,,,12.6,,10.1,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,10/28/2019,,Unnamed_SPE_LCMS_MS,,4.81,14.7,,14,2.5,1.7,12.4,48.8,15.4,,0,0,0.8,,,28.3,,21.1,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,11/4/2019,,Unnamed_SPE_LCMS_MS,,13.39,7.6,,5.5,0.6,0.8,3.5,12.6,3.4,,0,0,0.6,,,7,,7.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,11/11/2019,,Unnamed_SPE_LCMS_MS,,4.39,10.8,,12,1,1.2,6.3,40.7,9.7,,0.2,0,1.8,,,20.1,,22.6,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,12/2/2019,,Unnamed_SPE_LCMS_MS,,87.22,5.6,,3.8,0.4,0.7,2.2,6.3,1.4,,0,0,0.3,,,3.1,,3.9,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,12/16/2019,,Unnamed_SPE_LCMS_MS,,47.29,4.9,,3.5,0.1,0.5,4.1,9.9,1.8,,0,0,0.1,,,4.5,,3.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,1/6/2020,,Unnamed_SPE_LCMS_MS,,34.83,7.4,,4.1,0.3,0.6,4.2,6.4,1.8,,0,0,0.8,,,2.5,,3.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,1/21/2020,,Unnamed_SPE_LCMS_MS,,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,2/3/2020,,Unnamed_SPE_LCMS_MS,,14.05,6.6,,6.3,0.4,0.6,3.8,16.9,4.5,,0,0.2,1.2,,,8.5,,8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,2/17/2020,,Unnamed_SPE_LCMS_MS,,35.11,5.6,,4.6,0.3,0.6,3.2,9.4,3.7,,0,0,1.5,,,3.4,,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,3/2/2020,,Unnamed_SPE_LCMS_MS,,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,3/16/2020,,Unnamed_SPE_LCMS_MS,,8.89,6.1,,12.4,0.8,1.2,4.1,42.3,11.1,,0,0,2.6,,,44,,0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,3/30/2020,,Unnamed_SPE_LCMS_MS,,18.32,7.4,,6.2,0.8,0.9,3.3,26.7,8.5,,0.1,0,0.2,,,31.3,,0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,4/14/2020,,Unnamed_SPE_LCMS_MS,,47.29,8.6,,5.9,1.5,1.3,2.5,17.1,5.6,,0.2,0,0,,,23.5,,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,4/27/2020,,Unnamed_SPE_LCMS_MS,,10.9,18.9,,9.7,1,1,8.2,40.3,15.7,,0,0,15.9,,,40.3,,0,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,5/3/2020,,Unnamed_SPE_LCMS_MS,,27.98,5,,3.7,0.4,0.5,2.5,14.3,4.7,,0.1,0,0.1,,,13.6,,0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,5/11/2020,,Unnamed_SPE_LCMS_MS,,7.02,9.5,,10.9,0.9,1,3.3,33.1,5.4,,0,0,1.8,,,0,,0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,5/18/2020,,Unnamed_SPE_LCMS_MS,,5.86,7,,12,1,1.2,4.8,55.9,10.2,,0.1,0,1.2,,,42,,0,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,5/25/2020,,Unnamed_SPE_LCMS_MS,,111.85,2.9,,2.7,0.2,0.6,1.6,7.2,2.6,,0,0,0,,,0,,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/1/2020,,Unnamed_SPE_LCMS_MS,,22.96,4.8,,4,0.4,0.7,2.1,10.3,3.3,,0,0,0.1,,,26.5,,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/8/2020,,Unnamed_SPE_LCMS_MS,,13.37,5.4,,4.2,0.7,0.8,1.6,4.9,2.9,,0.2,0,0,,,13.6,,5.6,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/14/2020,,Unnamed_SPE_LCMS_MS,,7.59,5.7,,6.3,0.5,0.7,2.8,12.1,4.8,,0.2,0,0.1,,,18.4,,5.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petre_et_al_2022,Burlington Upstream,Surface Water,36.114484,-79.396831,,6/22/2020,,Unnamed_SPE_LCMS_MS,,16.88,7.7,,5.4,0.7,1,2.4,9,4.1,,0.1,0,0.1,,,17,,3.1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
